OrderID,Date,CustomerID,CustomerType,Region,Product,Category,QuantityKg,UnitPrice,Discount%,Channel
ORD848823,2025-07-08,CUST6467,Retailer,North East,Oyster,Cultivated,135.0,17.35,0,Distributor
ORD154497,2025-01-21,CUST7745,Caterer,Scotland,Button,Cultivated,130.0,4.47,0,Distributor
ORD824484,2025-11-03,CUST5110,Wholesaler,,Button,Cultivated,439.0,11.49,0,Online Order
ORD311421,2025-06-24,CUST2604,Restaurant,London,Oyster,Cultivated,133.0,10.76,0,Direct Market
ORD882397,2025-01-14,CUST2735,Retailer,Scotland,Shiitake,Cultivated,372.7,4.17,0,Distributor
ORD529741,2025-07-04,CUST2468,Restaurant,Midlands,Chestnut,Cultivated,4.9,7.77,5,Direct Market
ORD694165,2025-07-13,CUST8997,Restaurant,London,Chestnut,Cultivated,31.7,8.49,0,Distributor
ORD326642,2025-01-20,CUST2248,Caterer,Midlands,Shiitake,Cultivated,298.3,3.0,5,Distributor
ORD901881,2025-01-23,CUST4678,Caterer,Midlands,Wild Mix,Wild,207.8,10.2,5,Direct Market
ORD111441,2025-04-04,CUST2829,Caterer,London,Enoki,Cultivated,169.6,5.14,0,Direct Market
ORD541041,2025-08-16,CUST6207,Caterer,Scotland,Button,Cultivated,114.7,9.32,5,Direct Market
ORD431665,2025-01-03,CUST6510,Wholesaler,North East,Shiitake,Cultivated,182.3,15.75,0,Online Order
ORD422379,2025-09-11,CUST8323,Restaurant,Scotland,Oyster,Cultivated,187.5,10.17,10,Online Order
ORD459943,2025-09-19,CUST2398,Restaurant,Scotland,Chestnut,Cultivated,63.2,16.39,0,Distributor
ORD832432,2025-07-07,CUST5586,Caterer,North East,Shiitake,Cultivated,258.8,3.73,0,Direct Market
ORD299107,2025-02-25,CUST2412,Wholesaler,London,Oyster,Cultivated,158.0,8.75,10,Online Order
ORD611987,2025-10-10,CUST2731,Caterer,London,Portobello,Cultivated,202.5,12.2,0,Distributor
ORD911090,2025-08-10,CUST5256,Restaurant,London,Portobello,Cultivated,76.0,10.22,0,Online Order
ORD464037,2025-07-25,CUST6919,Wholesaler,North East,Chestnut,Cultivated,127.5,7.68,0,Online Order
ORD155557,2025-05-09,CUST2863,Restaurant,Midlands,Chestnut,Cultivated,227.6,5.41,0,Online Order
ORD238365,2025-05-12,CUST2784,Retailer,South West,Wild Mix,Wild,153.1,3.51,5,Direct Market
ORD909901,2025-05-15,CUST1246,Retailer,South West,Wild Mix,Wild,252.1,17.78,0,Direct Market
ORD751856,2025-07-27,CUST3322,Caterer,North East,Chestnut,Cultivated,55.3,3.15,10,Direct Market
ORD555138,2025-01-07,CUST3108,Retailer,South West,Portobello,Cultivated,360.0,7.12,0,Direct Market
ORD983498,2025-09-19,CUST9595,Caterer,Midlands,Portobello,Cultivated,219.0,17.82,5,Direct Market
ORD136680,2025-03-09,CUST9030,Wholesaler,Midlands,Shiitake,Cultivated,24.5,11.23,0,Direct Market
ORD260655,2025-07-03,CUST2803,Caterer,North East,Oyster,Cultivated,218.1,3.72,0,Online Order
ORD574157,2025-04-30,CUST2869,Retailer,Midlands,Wild Mix,Wild,139.9,3.12,0,Direct Market
ORD453574,2025-02-04,CUST3914,Wholesaler,South West,Chestnut,Cultivated,303.1,4.85,15,Online Order
ORD345725,2025-03-26,CUST7830,Wholesaler,Scotland,Enoki,Cultivated,233.5,15.19,5,Direct Market
ORD524892,2025-01-28,CUST5342,Retailer,South West,Chestnut,Cultivated,141.4,5.13,5,Online Order
ORD208893,2025-05-30,CUST2205,Wholesaler,North East,Chestnut,Cultivated,316.9,16.67,10,Direct Market
ORD671072,2025-05-10,CUST3605,Caterer,London,Chestnut,Cultivated,209.5,16.77,0,Online Order
ORD979186,2025-08-20,CUST3821,Caterer,London,Oyster,Cultivated,146.8,14.65,0,Direct Market
ORD716610,2025-06-06,CUST2369,Caterer,Scotland,Oyster,Cultivated,136.9,4.74,5,Distributor
ORD968682,2025-09-21,CUST6315,Caterer,South West,Portobello,Cultivated,211.0,3.15,10,Distributor
ORD151695,2025-06-19,CUST7573,Wholesaler,Scotland,Wild Mix,Wild,32.4,13.16,0,Distributor
ORD668142,2025-04-12,CUST5185,Wholesaler,North East,Portobello,Cultivated,179.9,10.62,0,Online Order
ORD865732,2025-05-24,CUST1976,Retailer,London,Enoki,Cultivated,117.9,10.08,5,Direct Market
ORD544039,2025-01-16,CUST2878,Retailer,Midlands,Button,Cultivated,402.1,7.34,0,Direct Market
ORD292978,2025-06-17,CUST8649,Wholesaler,London,Portobello,Cultivated,36.3,10.22,0,Online Order
ORD174230,2025-07-27,CUST6518,Wholesaler,North East,Chestnut,Cultivated,79.9,10.62,0,Direct Market
ORD949295,2025-09-15,CUST9733,Retailer,North East,Portobello,Cultivated,242.6,4.34,5,Distributor
ORD668769,2025-01-31,CUST3284,Restaurant,South West,Oyster,Cultivated,406.0,15.57,0,Online Order
ORD860382,2025-01-22,CUST4806,,London,Portobello,Cultivated,475.8,9.48,10,Online Order
ORD607182,2025-06-22,CUST3294,Retailer,London,Enoki,Cultivated,84.5,11.58,15,Online Order
ORD851907,2025-06-22,CUST5650,Wholesaler,Midlands,Oyster,Cultivated,156.9,5.92,10,Distributor
ORD957883,2025-02-25,CUST9232,Restaurant,South West,Shiitake,Cultivated,65.7,7.15,0,Online Order
ORD578249,2025-06-02,CUST5576,Caterer,Scotland,Button,Cultivated,175.7,4.05,0,Distributor
ORD607183,2025-07-29,CUST1595,Restaurant,North East,Shiitake,Cultivated,179.7,15.18,0,Distributor
ORD749799,2025-08-06,CUST2255,Restaurant,London,Shiitake,Cultivated,187.6,11.47,0,Distributor
ORD950543,2025-06-05,CUST1827,Restaurant,Midlands,Button,Cultivated,207.1,3.4,0,Direct Market
ORD266981,2025-01-04,CUST8879,Retailer,Scotland,Oyster,Cultivated,313.3,17.98,0,Distributor
ORD624574,2025-09-21,CUST6844,Caterer,North East,Wild Mix,Wild,75.2,7.02,0,Distributor
ORD664675,2025-10-27,CUST3852,Restaurant,South West,Button,Cultivated,47.9,15.49,0,Online Order
ORD513649,2025-10-09,CUST9448,Wholesaler,Midlands,Oyster,Cultivated,440.9,8.26,0,Online Order
ORD799308,2025-09-13,CUST8969,Retailer,South West,Chestnut,Cultivated,9.6,8.99,0,Online Order
ORD555085,2025-10-08,CUST9302,Caterer,North East,Oyster,Cultivated,224.4,8.95,0,Online Order
ORD409002,2025-01-28,CUST1798,Caterer,Scotland,Chestnut,Cultivated,110.3,9.91,0,Distributor
ORD711434,2025-03-24,CUST4043,Caterer,North East,Chestnut,Cultivated,288.9,17.16,0,Online Order
ORD353022,2025-07-16,CUST4611,Restaurant,London,Enoki,Cultivated,46.6,5.9,15,Online Order
ORD752125,2025-09-26,CUST9371,Restaurant,London,Enoki,Cultivated,343.7,14.77,0,Distributor
ORD392317,2025-02-07,CUST5339,Restaurant,South West,Chestnut,Cultivated,403.7,9.18,5,Direct Market
ORD843516,2025-06-23,CUST3274,Retailer,North East,Wild Mix,Wild,125.0,16.84,0,Online Order
ORD960008,2025-10-07,CUST8111,Wholesaler,South West,Button,Cultivated,300.0,7.17,0,Online Order
ORD558930,2025-08-05,CUST4329,Restaurant,South West,Enoki,Cultivated,273.6,5.36,0,Distributor
ORD402359,2025-10-21,CUST8118,Retailer,South West,Oyster,Cultivated,476.2,3.78,15,Distributor
ORD940284,2025-09-26,CUST9839,Caterer,Scotland,Button,Cultivated,293.3,9.09,10,Direct Market
ORD287934,2025-07-23,CUST9966,Restaurant,North East,Oyster,Cultivated,81.6,15.49,0,Distributor
ORD714125,2025-09-17,CUST2301,Caterer,Midlands,Button,Cultivated,163.0,4.7,0,Distributor
ORD164227,2025-07-12,CUST9762,Retailer,South West,Shiitake,Cultivated,193.2,4.15,0,Direct Market
ORD948792,2025-01-05,CUST3422,Wholesaler,South West,Shiitake,Cultivated,12.5,11.89,5,Direct Market
ORD653746,2025-09-10,CUST5517,Caterer,London,Oyster,Cultivated,250.7,9.59,10,Direct Market
ORD718111,2025-11-07,CUST2548,Retailer,North East,Shiitake,Cultivated,345.2,6.42,0,Distributor
ORD574367,2025-06-29,CUST6618,Retailer,Scotland,Button,Cultivated,232.3,7.64,0,Distributor
ORD344093,2025-06-27,CUST4293,Restaurant,South West,Oyster,Cultivated,16.0,8.96,5,Distributor
ORD204122,2025-07-07,CUST6090,Wholesaler,North East,Portobello,Cultivated,171.3,10.75,0,Direct Market
ORD481395,2025-10-31,CUST8693,,South West,Button,Cultivated,479.3,17.09,0,Distributor
ORD566159,2025-09-16,CUST8215,Wholesaler,North East,Button,Cultivated,298.9,10.54,5,Online Order
ORD627257,2025-09-08,CUST8003,Wholesaler,Midlands,Enoki,Cultivated,300.0,11.97,5,Direct Market
ORD642232,2025-09-04,CUST9171,Caterer,North East,Wild Mix,Wild,64.1,13.56,0,Distributor
ORD546886,2025-07-18,CUST8312,Wholesaler,Midlands,Wild Mix,Wild,215.6,15.28,5,Distributor
ORD478570,2025-04-05,CUST8300,Restaurant,North East,Button,Cultivated,260.8,3.87,10,Direct Market
ORD861950,2025-10-29,CUST4601,Restaurant,Midlands,Enoki,Cultivated,146.1,11.29,0,Direct Market
ORD278726,2025-03-04,CUST4652,Retailer,South West,Enoki,Cultivated,338.2,8.29,0,Online Order
ORD716170,2025-07-05,CUST1665,Wholesaler,London,Portobello,Cultivated,44.1,15.18,5,Distributor
ORD901566,2025-08-04,CUST3572,Wholesaler,South West,Enoki,Cultivated,266.0,4.39,0,Online Order
ORD547641,2025-09-07,CUST8331,Restaurant,South West,Shiitake,Cultivated,308.1,10.43,5,Distributor
ORD258360,2025-02-18,CUST9278,Restaurant,Midlands,Chestnut,Cultivated,20.2,10.2,0,Distributor
ORD169614,2025-01-29,CUST1125,Restaurant,Scotland,Wild Mix,Wild,422.9,12.54,0,Distributor
ORD339471,2025-02-28,CUST6746,Restaurant,Scotland,Chestnut,Cultivated,468.7,13.16,5,Distributor
ORD973176,2025-04-04,CUST7991,Caterer,,Chestnut,Cultivated,267.1,13.55,5,Direct Market
ORD225762,2025-03-23,CUST5796,Caterer,South West,Enoki,Cultivated,281.4,7.56,5,Online Order
ORD863514,2025-06-24,CUST3194,Retailer,South West,Wild Mix,Wild,41.1,12.26,0,Direct Market
ORD251157,2025-09-05,CUST2818,Restaurant,North East,Enoki,Cultivated,158.5,14.92,5,Direct Market
ORD371446,2025-07-24,CUST6777,Restaurant,South West,Oyster,Cultivated,28.2,16.26,0,Online Order
ORD599827,2025-05-21,CUST3481,Wholesaler,Midlands,Button,Cultivated,4.1,11.12,5,Distributor
ORD588014,2025-03-01,CUST8336,Restaurant,,Oyster,Cultivated,52.4,16.47,0,Distributor
ORD521478,2025-05-22,CUST1029,Wholesaler,London,Wild Mix,Wild,144.3,17.63,5,Direct Market
ORD640088,2025-09-01,CUST3320,Caterer,Scotland,Oyster,Cultivated,41.9,5.94,10,Distributor
ORD352121,2025-03-05,CUST4588,Restaurant,London,Portobello,Cultivated,234.0,7.22,0,Distributor
ORD596256,2025-10-29,CUST5712,Restaurant,London,Portobello,Cultivated,321.0,8.58,0,Online Order
ORD894134,2025-10-18,CUST6367,Wholesaler,South West,Oyster,Cultivated,71.6,4.71,5,Direct Market
ORD475497,2025-06-09,CUST6296,Wholesaler,North East,Shiitake,Cultivated,194.2,10.38,0,Distributor
ORD253098,2025-02-22,CUST6244,Retailer,South West,Enoki,Cultivated,395.2,9.27,0,Direct Market
ORD996413,2025-11-05,CUST9420,Wholesaler,London,Wild Mix,Wild,306.1,12.36,15,Direct Market
ORD545427,2025-05-30,CUST7333,Wholesaler,Midlands,Button,Cultivated,221.6,12.6,0,Direct Market
ORD471191,2025-02-21,CUST8946,Wholesaler,London,Wild Mix,Wild,149.5,12.2,0,Distributor
ORD888511,2025-04-13,CUST2156,Caterer,Scotland,Oyster,Cultivated,253.9,3.35,0,Distributor
ORD294373,2025-09-08,CUST3419,Caterer,North East,Chestnut,Cultivated,343.9,12.53,0,Direct Market
ORD955348,2025-04-29,CUST2125,Wholesaler,Midlands,Shiitake,Cultivated,226.4,4.4,10,Online Order
ORD555099,2025-09-22,CUST5759,Wholesaler,Midlands,Portobello,Cultivated,54.5,7.82,5,Direct Market
ORD600081,2025-04-07,CUST6853,Restaurant,North East,Wild Mix,Wild,52.4,5.32,0,Distributor
ORD180864,2025-06-18,CUST7702,Wholesaler,Scotland,Oyster,Cultivated,53.9,14.27,0,Distributor
ORD273248,2025-06-14,CUST1813,Retailer,North East,Portobello,Cultivated,97.7,10.66,0,Direct Market
ORD523213,2025-04-23,CUST5833,Restaurant,London,Chestnut,Cultivated,316.7,6.31,0,Online Order
ORD264743,2025-03-03,CUST6542,Caterer,Midlands,Chestnut,Cultivated,198.1,9.73,0,Direct Market
ORD406470,2025-07-02,CUST2418,Wholesaler,London,Shiitake,Cultivated,197.4,13.19,0,Direct Market
ORD312880,2025-03-06,CUST5406,Restaurant,Midlands,Button,Cultivated,48.8,10.84,0,Distributor
ORD578596,2025-06-18,CUST4673,Wholesaler,Scotland,Shiitake,Cultivated,260.8,3.45,0,Direct Market
ORD107097,2025-02-23,CUST2157,Restaurant,Midlands,Enoki,Cultivated,405.4,11.97,0,Distributor
ORD940510,2025-01-10,CUST7900,Wholesaler,North East,Button,Cultivated,132.7,12.27,0,Direct Market
ORD579692,2025-04-10,CUST4075,Wholesaler,Midlands,Button,Cultivated,163.3,,5,Distributor
ORD296678,2025-05-28,CUST6019,Restaurant,North East,Shiitake,Cultivated,229.9,6.51,15,Online Order
ORD901636,2025-10-13,CUST2816,Wholesaler,South West,Shiitake,Cultivated,78.5,13.52,0,Distributor
ORD423556,2025-02-21,CUST3493,Restaurant,Midlands,Enoki,Cultivated,459.8,16.6,0,Online Order
ORD783618,2025-02-06,CUST2091,Wholesaler,North East,Wild Mix,Wild,34.9,11.4,0,Direct Market
ORD445808,2025-05-18,CUST2905,,London,Enoki,Cultivated,268.4,9.48,0,Direct Market
ORD276868,2025-03-04,CUST7397,Restaurant,North East,Enoki,Cultivated,117.0,15.27,15,Online Order
ORD913521,2025-01-19,CUST8553,Wholesaler,South West,Oyster,Cultivated,197.6,15.36,10,Distributor
ORD231648,2025-01-29,CUST2765,Wholesaler,South West,Oyster,Cultivated,320.4,8.63,5,Online Order
ORD737654,2025-08-17,CUST5448,Wholesaler,Scotland,Portobello,Cultivated,74.6,4.14,0,Distributor
ORD130048,2025-01-04,CUST8679,Wholesaler,London,Button,Cultivated,446.4,9.36,10,Distributor
ORD906658,2025-09-23,CUST3613,Restaurant,Scotland,Portobello,Cultivated,134.3,18.0,0,Online Order
ORD464023,2025-04-09,CUST2332,Retailer,North East,Enoki,Cultivated,345.8,9.16,0,Online Order
ORD783942,2025-01-12,CUST7223,Retailer,North East,Wild Mix,Wild,241.1,4.07,0,Distributor
ORD254937,2025-06-15,CUST9139,Caterer,London,Chestnut,Cultivated,156.5,13.38,0,Direct Market
ORD386471,2025-05-17,CUST6027,Caterer,South West,Button,Cultivated,292.0,17.07,5,Distributor
ORD335508,2025-07-11,CUST9956,,Scotland,Portobello,Cultivated,134.8,14.5,5,Distributor
ORD233331,2025-01-28,CUST5700,Caterer,Scotland,Oyster,Cultivated,106.5,,0,Online Order
ORD773393,2025-04-25,CUST3314,Wholesaler,North East,Chestnut,Cultivated,346.2,7.13,0,Direct Market
ORD274400,2025-05-05,CUST5425,Wholesaler,Midlands,Oyster,Cultivated,292.7,7.33,0,Online Order
ORD295148,2025-10-31,CUST7793,Restaurant,London,Shiitake,Cultivated,458.7,15.51,5,Distributor
ORD979861,2025-09-25,CUST6810,Restaurant,North East,Portobello,Cultivated,343.6,2.67,0,Distributor
ORD435905,2025-04-02,CUST5710,Restaurant,North East,Chestnut,Cultivated,88.7,7.39,0,Distributor
ORD607157,2025-04-23,CUST5385,Restaurant,North East,Wild Mix,Wild,86.3,7.37,10,Direct Market
ORD316328,2025-07-05,CUST9714,Caterer,Midlands,Shiitake,Cultivated,156.4,7.02,15,Direct Market
ORD892771,2025-04-22,CUST1702,Retailer,Midlands,Chestnut,Cultivated,263.3,5.31,0,Online Order
ORD411541,2025-01-10,CUST9125,Caterer,Scotland,Oyster,Cultivated,245.5,8.95,0,Distributor
ORD150874,2025-01-20,CUST5902,Restaurant,North East,Wild Mix,Wild,223.1,15.87,5,Online Order
ORD649385,2025-07-14,CUST2498,Retailer,Scotland,Oyster,Cultivated,40.8,5.77,10,Distributor
ORD714317,2025-04-28,CUST8546,Caterer,Midlands,Chestnut,Cultivated,180.3,15.16,15,Direct Market
ORD279862,2025-03-14,CUST9170,,London,Button,Cultivated,88.6,5.23,10,Direct Market
ORD321934,2025-05-05,CUST9578,Caterer,Midlands,Wild Mix,Wild,172.3,6.64,0,Direct Market
ORD750489,2025-02-17,CUST5428,Restaurant,London,Wild Mix,Wild,237.2,5.49,0,Distributor
ORD247245,2025-10-29,CUST7248,Retailer,London,Enoki,Cultivated,460.2,7.73,0,Distributor
ORD586885,2025-02-09,CUST6937,Caterer,North East,Enoki,Cultivated,401.3,4.67,0,Distributor
ORD320631,2025-02-13,CUST7998,Restaurant,North East,Button,Cultivated,218.6,8.18,10,Online Order
ORD708554,2025-01-30,CUST4761,Retailer,South West,Portobello,Cultivated,342.7,16.38,0,Distributor
ORD414518,2025-10-04,CUST7376,Restaurant,Midlands,Portobello,Cultivated,481.6,5.25,5,Distributor
ORD336741,2025-09-19,CUST9547,Retailer,Scotland,Shiitake,Cultivated,176.7,8.15,0,Online Order
ORD175205,2025-06-03,CUST8857,Restaurant,London,Oyster,Cultivated,226.5,3.14,0,Distributor
ORD488932,2025-10-29,CUST1442,Caterer,North East,Enoki,Cultivated,373.9,2.91,0,Online Order
ORD244332,2025-02-21,CUST8439,Retailer,South West,Oyster,Cultivated,13.9,8.41,0,Online Order
ORD874178,2025-01-06,CUST7699,Wholesaler,,Oyster,Cultivated,142.0,7.28,0,Direct Market
ORD686974,2025-10-28,CUST5904,Wholesaler,Midlands,Chestnut,Cultivated,48.4,10.19,0,Online Order
ORD202119,2025-07-20,CUST3269,Restaurant,South West,Enoki,Cultivated,62.7,9.05,5,Direct Market
ORD550525,2025-01-21,CUST7504,Restaurant,South West,Shiitake,Cultivated,74.8,10.72,0,Direct Market
ORD930192,2025-01-24,CUST3791,Wholesaler,Scotland,Wild Mix,Wild,217.8,13.7,5,Distributor
ORD281673,2025-08-03,CUST5101,Restaurant,South West,Portobello,Cultivated,15.7,12.07,0,Distributor
ORD183170,2025-03-04,CUST2299,Retailer,,Button,Cultivated,134.2,9.04,0,Direct Market
ORD781298,2025-02-26,CUST4788,Caterer,South West,Oyster,Cultivated,165.7,15.02,5,Direct Market
ORD321134,2025-07-11,CUST2918,Wholesaler,Scotland,Enoki,Cultivated,13.8,10.31,0,Online Order
ORD505019,2025-04-09,CUST2311,Restaurant,London,Button,Cultivated,106.7,11.08,5,Distributor
ORD147877,2025-04-29,CUST1294,Retailer,North East,Portobello,Cultivated,226.6,,0,Online Order
ORD363363,2025-10-11,CUST5679,,London,Enoki,Cultivated,114.1,12.47,0,Online Order
ORD626726,2025-06-22,CUST1431,Restaurant,South West,Oyster,Cultivated,265.4,6.88,5,Direct Market
ORD722033,2025-04-25,CUST7659,Wholesaler,North East,Portobello,Cultivated,243.7,12.55,0,Online Order
ORD969489,2025-07-01,CUST9329,Wholesaler,Midlands,Enoki,Cultivated,164.0,4.28,0,Online Order
ORD897970,2025-06-21,CUST8826,Retailer,Scotland,Oyster,Cultivated,277.3,11.64,5,Distributor
ORD324465,2025-08-17,CUST8351,Retailer,North East,Oyster,Cultivated,30.0,10.61,0,Direct Market
ORD542326,2025-05-09,CUST6500,Wholesaler,London,Shiitake,Cultivated,21.4,6.14,0,Direct Market
ORD374532,2025-06-07,CUST4226,Caterer,Midlands,Button,Cultivated,114.5,11.84,0,Online Order
ORD667358,2025-05-04,CUST8499,Wholesaler,North East,Portobello,Cultivated,267.3,5.4,0,Direct Market
ORD728177,2025-07-07,CUST7775,Restaurant,North East,Enoki,Cultivated,66.6,16.76,0,Online Order
ORD437726,2025-06-16,CUST3882,Wholesaler,South West,Button,Cultivated,32.5,,5,Online Order
ORD274816,2025-06-07,CUST6808,Wholesaler,Midlands,Wild Mix,Wild,19.5,8.79,0,Online Order
ORD768703,2025-05-31,CUST4301,Wholesaler,South West,Button,Cultivated,303.2,15.58,0,Direct Market
ORD801215,2025-01-11,CUST4560,Wholesaler,Midlands,Portobello,Cultivated,439.9,3.99,0,Online Order
ORD811492,2025-02-28,CUST7297,Wholesaler,South West,Wild Mix,Wild,109.3,14.34,0,Online Order
ORD507752,2025-09-06,CUST4606,Caterer,North East,Wild Mix,Wild,147.4,11.23,5,Direct Market
ORD495507,2025-04-17,CUST3496,Retailer,Scotland,Portobello,Cultivated,10.3,12.39,10,Online Order
ORD913564,2025-01-17,CUST8577,Restaurant,South West,Portobello,Cultivated,266.7,12.92,0,Distributor
ORD988228,2025-04-02,CUST9883,Caterer,Midlands,Chestnut,Cultivated,324.7,16.07,0,Online Order
ORD775707,2025-10-21,CUST9425,Restaurant,Scotland,Portobello,Cultivated,395.2,17.87,0,Distributor
ORD759467,2025-07-09,CUST7979,Retailer,North East,Enoki,Cultivated,134.1,3.05,0,Direct Market
ORD789459,2025-11-04,CUST1819,Wholesaler,South West,Chestnut,Cultivated,486.2,12.14,0,Direct Market
ORD517395,2025-10-06,CUST9837,Caterer,Midlands,Wild Mix,Wild,239.6,13.01,0,Direct Market
ORD101955,2025-05-31,CUST6740,Restaurant,Midlands,Wild Mix,Wild,94.3,13.29,0,Direct Market
ORD715067,2025-02-07,CUST7198,Restaurant,Midlands,Enoki,Cultivated,320.8,5.96,0,Online Order
ORD157851,2025-11-04,CUST3190,Caterer,North East,Shiitake,Cultivated,261.4,15.58,0,Direct Market
ORD587245,2025-09-27,CUST2206,Wholesaler,North East,Enoki,Cultivated,311.0,16.51,0,Online Order
ORD371258,2025-05-21,CUST7601,Caterer,Scotland,Oyster,Cultivated,177.3,8.2,0,Online Order
ORD809333,2025-03-14,CUST6542,Caterer,Midlands,Button,Cultivated,150.7,8.85,0,Direct Market
ORD398518,2025-06-03,CUST2147,Wholesaler,Scotland,Chestnut,Cultivated,243.8,10.0,0,Direct Market
ORD584244,2025-06-18,CUST1995,Caterer,South West,Oyster,Cultivated,89.3,7.88,0,Distributor
ORD506425,2025-06-20,CUST7835,Caterer,Midlands,Portobello,Cultivated,12.8,8.46,0,Online Order
ORD405099,2025-10-14,CUST4864,Restaurant,Scotland,Wild Mix,Wild,348.9,9.16,5,Distributor
ORD913574,2025-07-25,CUST2808,Wholesaler,Scotland,Button,Cultivated,132.0,6.62,0,Online Order
ORD395252,2025-07-07,CUST7417,Retailer,Midlands,Wild Mix,Wild,40.0,14.54,0,Direct Market
ORD555151,2025-07-15,CUST7160,Caterer,London,Chestnut,Cultivated,143.3,,0,Direct Market
ORD799096,2025-07-31,CUST6328,Caterer,Midlands,Chestnut,Cultivated,115.8,7.44,0,Online Order
ORD827789,2025-09-19,CUST2138,Wholesaler,South West,Enoki,Cultivated,48.1,11.5,15,Online Order
ORD363299,2025-09-21,CUST1099,Caterer,South West,Shiitake,Cultivated,121.7,12.64,0,Distributor
ORD353493,2025-01-09,CUST8743,Wholesaler,,Chestnut,Cultivated,24.9,8.88,0,Distributor
ORD777531,2025-03-18,CUST9926,Retailer,Scotland,Wild Mix,Wild,161.5,16.12,10,Online Order
ORD960429,2025-04-15,CUST3676,Retailer,Scotland,Oyster,Cultivated,65.5,12.46,5,Online Order
ORD640964,2025-02-01,CUST8486,Caterer,South West,Enoki,Cultivated,271.2,4.0,0,Online Order
ORD546281,2025-03-24,CUST1702,Restaurant,Scotland,Chestnut,Cultivated,258.6,6.7,5,Online Order
