OrderID,Date,CustomerID,CustomerType,Region,Product,Category,QuantityKg,UnitPrice,Discount%,Channel
ORD879344,2024-07-15,CUST5527,Caterer,London,Button,Cultivated,198.6,15.18,0,Online Order
ORD140556,2024-10-23,CUST5803,Wholesaler,North East,Enoki,Cultivated,170.0,12.88,0,Distributor
ORD149211,2024-01-30,CUST3676,Caterer,Scotland,Chestnut,Cultivated,63.9,17.97,0,Online Order
ORD964973,2024-10-09,CUST2727,Restaurant,Midlands,Oyster,Cultivated,153.0,3.27,5,Direct Market
ORD363926,2024-08-03,CUST5040,Wholesaler,London,Oyster,Cultivated,98.7,3.01,0,Online Order
ORD212783,2024-11-01,CUST7275,Retailer,South West,Portobello,Cultivated,117.8,5.98,0,Distributor
ORD816881,2024-01-16,CUST8268,Wholesaler,North East,Chestnut,Cultivated,404.0,12.54,15,Direct Market
ORD247271,2024-12-25,CUST7704,Restaurant,Midlands,Button,Cultivated,126.7,12.64,0,Online Order
ORD111292,2024-04-15,CUST2921,Caterer,South West,Shiitake,Cultivated,26.0,6.01,10,Online Order
ORD528841,2024-06-10,CUST2292,Caterer,Midlands,Button,Cultivated,161.2,13.28,10,Online Order
ORD948802,2024-09-08,CUST9856,Retailer,Scotland,Wild Mix,Wild,161.0,13.74,0,Online Order
ORD275876,2024-10-17,CUST1550,Wholesaler,Midlands,Oyster,Cultivated,284.0,9.11,0,Online Order
ORD718005,2024-02-12,CUST4522,Caterer,London,Shiitake,Cultivated,275.1,8.49,0,Distributor
ORD150538,2024-06-01,CUST7200,Wholesaler,London,Wild Mix,Wild,215.2,10.16,15,Distributor
ORD367090,2024-01-22,CUST3698,Restaurant,Scotland,Wild Mix,Wild,450.8,3.35,5,Direct Market
ORD623957,2024-11-27,CUST5430,Restaurant,Midlands,Portobello,Cultivated,360.3,8.19,0,Distributor
ORD490598,2024-01-04,CUST4761,Restaurant,Midlands,Button,Cultivated,50.1,6.72,5,Online Order
ORD346433,2024-12-10,CUST1879,Restaurant,South West,Wild Mix,Wild,219.2,7.77,0,Direct Market
ORD420427,2024-03-15,CUST1193,Caterer,South West,Oyster,Cultivated,66.9,15.82,0,Direct Market
ORD432129,2024-06-09,CUST8963,Retailer,,Chestnut,Cultivated,95.9,3.24,10,Distributor
ORD348360,2024-03-19,CUST1432,Caterer,Scotland,Chestnut,Cultivated,313.5,3.05,10,Distributor
ORD468203,2024-07-23,CUST9346,Retailer,London,Oyster,Cultivated,98.3,13.75,10,Online Order
ORD422136,2024-05-29,CUST4703,Retailer,Midlands,Chestnut,Cultivated,223.8,16.42,0,Distributor
ORD429153,2024-09-05,CUST5882,Restaurant,London,Enoki,Cultivated,13.2,11.04,0,Direct Market
ORD117500,2024-07-06,CUST2106,Caterer,North East,Wild Mix,Wild,214.4,15.1,5,Direct Market
ORD793211,2024-04-22,CUST1939,Wholesaler,Midlands,Enoki,Cultivated,92.7,3.05,5,Online Order
ORD993866,2024-10-24,CUST5194,Retailer,Midlands,Enoki,Cultivated,218.0,5.17,5,Distributor
ORD461908,2024-11-16,CUST6855,Wholesaler,London,Oyster,Cultivated,87.1,11.3,0,Online Order
ORD842433,2024-10-21,CUST2924,Caterer,South West,Enoki,Cultivated,363.8,16.93,0,Online Order
ORD942127,2024-07-15,CUST7870,Caterer,London,Chestnut,Cultivated,64.5,5.79,0,Distributor
ORD972712,2024-12-29,CUST7254,Caterer,Midlands,Wild Mix,Wild,276.7,12.18,10,Direct Market
ORD893202,2024-02-13,CUST4727,Retailer,Scotland,Portobello,Cultivated,55.0,10.99,0,Online Order
ORD124473,2024-07-13,CUST3140,Retailer,London,Oyster,Cultivated,126.1,15.88,10,Distributor
ORD193624,2024-06-13,CUST4079,Wholesaler,Scotland,Oyster,Cultivated,83.6,7.92,5,Distributor
ORD561976,2024-06-19,CUST2137,Retailer,South West,Button,Cultivated,146.4,3.56,0,Direct Market
ORD922123,2024-12-31,CUST7341,Restaurant,London,Button,Cultivated,233.9,3.19,15,Distributor
ORD363795,2024-07-19,CUST2990,Restaurant,London,Shiitake,Cultivated,237.3,6.86,5,Online Order
ORD385869,2024-02-17,CUST3765,Wholesaler,North East,Portobello,Cultivated,6.3,9.81,0,Online Order
ORD376505,2024-04-10,CUST5299,Caterer,,Portobello,Cultivated,143.8,2.94,0,Direct Market
ORD239011,2024-08-24,CUST4235,Restaurant,North East,Oyster,Cultivated,85.6,8.87,0,Online Order
ORD752256,2024-01-25,CUST4542,Wholesaler,South West,Button,Cultivated,230.9,14.64,5,Distributor
ORD142402,2024-11-10,CUST9410,Wholesaler,North East,Chestnut,Cultivated,200.6,5.0,0,Direct Market
ORD546094,2024-03-15,CUST5814,Caterer,London,Chestnut,Cultivated,235.1,12.53,0,Distributor
ORD206225,2024-05-21,CUST4602,Wholesaler,North East,Chestnut,Cultivated,64.4,10.31,0,Online Order
ORD153035,2024-07-22,CUST5670,Wholesaler,North East,Button,Cultivated,237.4,14.26,0,Direct Market
ORD441062,2024-04-08,CUST3699,Caterer,Scotland,Shiitake,Cultivated,90.3,4.81,5,Online Order
ORD312653,2024-02-26,CUST7294,Wholesaler,Midlands,Enoki,Cultivated,466.3,17.14,5,Direct Market
ORD740615,2024-06-04,CUST4660,Restaurant,Midlands,Shiitake,Cultivated,261.9,2.68,0,Distributor
ORD242551,2024-11-10,CUST9576,Wholesaler,London,Wild Mix,Wild,447.2,2.78,0,Online Order
ORD796276,2024-12-16,CUST5556,Restaurant,Midlands,Shiitake,Cultivated,297.4,4.48,15,Distributor
ORD579113,2024-09-18,CUST5764,Restaurant,North East,Oyster,Cultivated,78.2,6.75,0,Online Order
ORD409329,2024-04-10,CUST8550,Caterer,Midlands,Enoki,Cultivated,167.4,6.7,0,Direct Market
ORD615959,2024-09-08,CUST2776,Wholesaler,Midlands,Chestnut,Cultivated,322.3,11.56,0,Distributor
ORD572052,2024-07-22,CUST1242,Caterer,London,Button,Cultivated,221.5,5.62,0,Online Order
ORD907111,2024-11-16,CUST8592,Caterer,London,Enoki,Cultivated,261.0,13.0,0,Online Order
ORD586060,2024-07-27,CUST4783,Restaurant,North East,Wild Mix,Wild,111.8,7.71,0,Online Order
ORD354834,2024-04-29,CUST2883,Wholesaler,Midlands,Enoki,Cultivated,309.3,10.18,0,Distributor
ORD266077,2024-08-20,CUST6861,Caterer,London,Wild Mix,Wild,127.9,12.27,5,Online Order
ORD799961,2024-04-12,CUST2638,Wholesaler,South West,Shiitake,Cultivated,203.7,14.0,0,Online Order
ORD852442,2024-10-23,CUST5360,Retailer,Scotland,Shiitake,Cultivated,325.3,8.43,0,Direct Market
ORD522511,2024-09-12,CUST1528,Caterer,North East,Chestnut,Cultivated,70.5,9.08,0,Online Order
ORD247094,2024-05-25,CUST7895,Restaurant,London,Shiitake,Cultivated,267.2,9.13,0,Direct Market
ORD840746,2024-11-03,CUST6017,Wholesaler,Scotland,Button,Cultivated,386.0,17.43,5,Distributor
ORD240440,2024-05-26,CUST5333,Restaurant,London,Wild Mix,Wild,147.2,8.44,0,Online Order
ORD601658,2024-09-10,CUST7509,Restaurant,North East,Wild Mix,Wild,167.5,14.81,0,Direct Market
ORD107678,2024-03-21,CUST6040,Retailer,Midlands,Portobello,Cultivated,109.4,15.99,0,Online Order
ORD980637,2024-08-14,CUST5689,Retailer,Scotland,Button,Cultivated,11.8,9.19,0,Online Order
ORD510315,2024-08-26,CUST7945,Restaurant,Midlands,Shiitake,Cultivated,161.4,17.66,5,Distributor
ORD104400,2024-01-21,CUST5121,Caterer,Midlands,Chestnut,Cultivated,379.1,13.6,0,Distributor
ORD860248,2024-10-22,CUST2908,Wholesaler,Scotland,Enoki,Cultivated,162.0,13.67,0,Distributor
ORD538884,2024-06-29,CUST5998,Caterer,North East,Shiitake,Cultivated,153.1,5.29,0,Direct Market
ORD138946,2024-06-20,CUST2575,Restaurant,London,Shiitake,Cultivated,240.7,4.07,0,Online Order
ORD889491,2024-06-28,CUST9831,Retailer,North East,Button,Cultivated,162.8,16.51,0,Online Order
ORD631750,2024-11-07,CUST2163,Caterer,North East,Shiitake,Cultivated,456.5,4.76,0,Distributor
ORD236376,2024-06-29,CUST2253,Caterer,London,Shiitake,Cultivated,205.1,14.15,5,Direct Market
ORD434397,2024-12-05,CUST2860,Restaurant,Midlands,Shiitake,Cultivated,254.7,3.63,0,Online Order
ORD102913,2024-02-13,CUST8349,Retailer,Midlands,Shiitake,Cultivated,48.1,8.64,15,Distributor
ORD319551,2024-01-25,CUST9966,Wholesaler,,Oyster,Cultivated,315.8,6.57,0,Direct Market
ORD223384,2024-11-30,CUST9466,Restaurant,South West,Portobello,Cultivated,436.1,9.33,10,Distributor
ORD438791,2024-06-23,CUST7081,Wholesaler,Scotland,Chestnut,Cultivated,200.6,4.2,5,Direct Market
ORD925621,2024-05-13,CUST8378,Retailer,North East,Oyster,Cultivated,30.6,15.02,5,Online Order
ORD496905,2024-05-14,CUST6985,Caterer,North East,Wild Mix,Wild,105.7,14.02,0,Distributor
ORD944637,2024-09-13,CUST5318,Restaurant,South West,Shiitake,Cultivated,148.0,15.51,0,Online Order
ORD231939,2024-12-27,CUST8574,Wholesaler,Midlands,Wild Mix,Wild,98.7,10.19,10,Direct Market
ORD138468,2024-12-25,CUST8570,Retailer,Midlands,Wild Mix,Wild,340.2,5.67,0,Online Order
ORD148234,2024-03-23,CUST7390,Wholesaler,Scotland,Oyster,Cultivated,144.8,4.65,0,Online Order
ORD171001,2024-07-13,CUST5218,Wholesaler,North East,Button,Cultivated,63.3,6.76,0,Direct Market
ORD595893,2024-02-02,CUST8139,Retailer,North East,Portobello,Cultivated,464.1,3.66,0,Direct Market
ORD187109,2024-05-12,CUST9047,Retailer,Scotland,Chestnut,Cultivated,212.7,14.21,10,Online Order
ORD495618,2024-11-01,CUST6469,Restaurant,Midlands,Wild Mix,Wild,155.8,9.08,0,Distributor
ORD307963,2024-06-08,CUST2245,Wholesaler,North East,Wild Mix,Wild,178.8,13.75,15,Distributor
ORD262555,2024-11-02,CUST8362,Caterer,London,Enoki,Cultivated,111.8,12.43,15,Distributor
ORD862392,2024-06-20,CUST1504,Caterer,London,Button,Cultivated,47.6,3.21,10,Distributor
ORD456708,2024-10-12,CUST6243,Restaurant,North East,Chestnut,Cultivated,28.8,8.83,0,Online Order
ORD937966,2024-02-22,CUST1749,Wholesaler,North East,Wild Mix,Wild,482.7,6.15,5,Online Order
ORD987624,2024-05-16,CUST7363,Restaurant,,Wild Mix,Wild,321.9,10.2,15,Distributor
ORD195407,2024-07-16,CUST9022,Caterer,North East,Enoki,Cultivated,10.1,8.18,0,Online Order
ORD524965,2024-06-02,CUST7213,Restaurant,London,Portobello,Cultivated,118.0,12.4,0,Direct Market
ORD594455,2024-08-30,CUST6260,Retailer,South West,Button,Cultivated,99.8,14.01,0,Distributor
ORD491235,2024-11-10,CUST3085,Caterer,Scotland,Oyster,Cultivated,39.0,12.9,5,Distributor
ORD465994,2024-05-22,CUST4836,Retailer,London,Oyster,Cultivated,165.3,17.58,0,Distributor
ORD757860,2024-05-07,CUST1221,Restaurant,South West,Enoki,Cultivated,186.8,11.25,0,Direct Market
ORD893679,2024-07-11,CUST6521,Retailer,North East,Wild Mix,Wild,267.8,8.34,0,Online Order
ORD883661,2024-06-16,CUST7921,Caterer,London,Shiitake,Cultivated,123.1,14.53,5,Direct Market
ORD316263,2024-03-21,CUST8437,Retailer,Scotland,Chestnut,Cultivated,312.8,11.98,0,Distributor
ORD925198,2024-06-17,CUST1648,Retailer,South West,Chestnut,Cultivated,2.6,10.19,0,Distributor
ORD486220,2024-03-22,CUST2860,Wholesaler,North East,Enoki,Cultivated,17.3,10.84,0,Online Order
ORD834956,2024-05-23,CUST8189,Restaurant,Scotland,Wild Mix,Wild,291.4,3.8,5,Online Order
ORD125990,2024-05-01,CUST3938,Caterer,Midlands,Enoki,Cultivated,307.2,6.5,0,Online Order
ORD632351,2024-03-11,CUST9843,Restaurant,South West,Chestnut,Cultivated,117.9,4.66,5,Direct Market
ORD453993,2024-10-30,CUST3781,Restaurant,South West,Button,Cultivated,271.4,8.27,0,Direct Market
ORD714015,2024-08-03,CUST5817,Retailer,South West,Enoki,Cultivated,152.2,11.65,0,Online Order
ORD545244,2024-09-22,CUST3864,Retailer,North East,Enoki,Cultivated,103.2,17.75,0,Direct Market
ORD510122,2024-12-18,CUST1813,Caterer,London,Portobello,Cultivated,145.7,2.83,10,Distributor
ORD646306,2024-03-18,CUST6259,Wholesaler,London,Oyster,Cultivated,11.7,10.83,10,Direct Market
ORD502722,2024-04-18,CUST3947,Wholesaler,London,Oyster,Cultivated,178.8,10.96,0,Online Order
ORD484968,2024-12-15,CUST7531,Caterer,Scotland,Button,Cultivated,35.0,8.11,10,Online Order
ORD134939,2024-02-21,CUST8311,Caterer,Midlands,Oyster,Cultivated,300.9,7.2,5,Distributor
ORD258787,2024-04-07,CUST7765,Wholesaler,South West,Button,Cultivated,321.1,4.62,15,Online Order
ORD707723,2024-11-22,CUST2303,Caterer,North East,Enoki,Cultivated,292.3,16.24,0,Direct Market
ORD938792,2024-03-20,CUST2766,Caterer,London,Enoki,Cultivated,320.9,13.44,0,Distributor
ORD622630,2024-12-27,CUST8983,Wholesaler,London,Oyster,Cultivated,371.5,15.54,5,Online Order
ORD555292,2024-12-26,CUST3573,Wholesaler,Midlands,Button,Cultivated,399.1,12.04,0,Distributor
ORD479021,2024-12-28,CUST3608,Retailer,South West,Shiitake,Cultivated,302.1,8.89,10,Online Order
ORD267885,2024-04-20,CUST5566,Wholesaler,London,Shiitake,Cultivated,49.5,9.5,0,Direct Market
ORD573852,2024-04-08,CUST1933,Retailer,North East,Button,Cultivated,203.4,,0,Distributor
ORD404579,2024-08-11,CUST9834,Restaurant,Scotland,Shiitake,Cultivated,19.8,13.08,0,Direct Market
ORD756994,2024-10-22,CUST3726,Wholesaler,Midlands,Chestnut,Cultivated,32.2,12.23,0,Distributor
ORD101025,2024-01-16,CUST1106,Caterer,North East,Enoki,Cultivated,109.6,3.04,0,Direct Market
ORD796452,2024-06-02,CUST6075,Caterer,North East,Shiitake,Cultivated,165.1,6.5,0,Distributor
ORD737454,2024-04-26,CUST3855,Caterer,Scotland,Portobello,Cultivated,283.7,9.63,10,Distributor
ORD320686,2024-06-29,CUST6932,Restaurant,London,Enoki,Cultivated,66.0,12.41,0,Distributor
ORD295314,2024-11-08,CUST1732,Restaurant,South West,Oyster,Cultivated,205.0,7.98,0,Online Order
ORD340520,2024-06-07,CUST7584,Restaurant,Midlands,Oyster,Cultivated,3.5,14.87,0,Online Order
ORD847775,2024-04-15,CUST5959,Retailer,Midlands,Shiitake,Cultivated,288.2,6.14,0,Online Order
ORD814966,2024-02-29,CUST6069,Caterer,London,Chestnut,Cultivated,470.0,12.4,5,Distributor
ORD434642,2024-03-25,CUST3575,,Scotland,Shiitake,Cultivated,93.9,7.1,0,Direct Market
ORD819916,2024-11-17,CUST8248,Caterer,North East,Portobello,Cultivated,191.2,9.45,0,Distributor
ORD941850,2024-11-10,CUST8024,Retailer,London,Button,Cultivated,36.7,13.21,0,Online Order
ORD893997,2024-05-28,CUST8240,Restaurant,South West,Button,Cultivated,34.0,13.98,5,Distributor
ORD372185,2024-03-01,CUST3547,Retailer,North East,Enoki,Cultivated,260.8,9.74,0,Online Order
ORD913231,2024-06-16,CUST8362,Wholesaler,South West,Wild Mix,Wild,268.1,17.27,0,Distributor
ORD199910,2024-02-22,CUST1564,Caterer,North East,Oyster,Cultivated,268.8,3.46,0,Direct Market
ORD376687,2024-03-13,CUST3727,Wholesaler,Scotland,Oyster,Cultivated,339.1,12.92,0,Online Order
ORD514991,2024-05-04,CUST6083,Wholesaler,Scotland,Shiitake,Cultivated,114.0,9.09,0,Direct Market
ORD963239,2024-11-30,CUST4216,Caterer,London,Enoki,Cultivated,20.4,12.71,0,Distributor
ORD265856,2024-12-05,CUST1494,Restaurant,North East,Wild Mix,Wild,473.5,17.54,10,Distributor
ORD338607,2024-06-30,CUST7677,Wholesaler,Midlands,Shiitake,Cultivated,24.6,8.48,0,Distributor
ORD794868,2024-02-16,CUST4913,Retailer,Scotland,Shiitake,Cultivated,394.7,2.78,15,Direct Market
ORD818739,2024-10-05,CUST6939,Retailer,South West,Oyster,Cultivated,318.3,6.77,0,Online Order
ORD907780,2024-12-13,CUST1736,Restaurant,Midlands,Wild Mix,Wild,203.3,14.44,15,Distributor
ORD447919,2024-11-30,CUST5780,Restaurant,London,Enoki,Cultivated,70.2,16.72,0,Direct Market
ORD230775,2024-02-14,CUST9292,Retailer,London,Wild Mix,Wild,226.5,17.83,0,Direct Market
ORD639138,2024-08-07,CUST2168,Caterer,North East,Portobello,Cultivated,61.5,3.51,5,Online Order
ORD829842,2024-03-10,CUST4083,Caterer,London,Button,Cultivated,327.1,16.7,0,Direct Market
ORD740903,2024-02-04,CUST1570,Caterer,Midlands,Portobello,Cultivated,455.4,5.95,15,Direct Market
ORD761993,2024-03-06,CUST7767,Wholesaler,Scotland,Oyster,Cultivated,183.8,10.47,0,Distributor
ORD876015,2024-03-26,CUST2405,Wholesaler,North East,Portobello,Cultivated,17.0,2.61,15,Distributor
ORD467054,2024-12-16,CUST8887,Restaurant,North East,Portobello,Cultivated,251.0,8.51,0,Online Order
ORD157701,2024-08-10,CUST6067,Wholesaler,Scotland,Button,Cultivated,86.6,14.95,0,Distributor
ORD553448,2024-10-04,CUST9925,Caterer,North East,Enoki,Cultivated,221.0,6.25,0,Direct Market
ORD510059,2024-08-04,CUST2176,Wholesaler,South West,Portobello,Cultivated,39.4,17.73,0,Online Order
ORD570405,2024-02-25,CUST3296,Caterer,Midlands,Chestnut,Cultivated,80.2,16.91,5,Distributor
ORD172456,2024-10-30,CUST9225,Restaurant,Scotland,Enoki,Cultivated,422.1,11.27,0,Online Order
ORD165517,2024-07-16,CUST4303,Restaurant,Midlands,Button,Cultivated,39.5,7.15,0,Direct Market
ORD507081,2024-03-22,CUST8573,Wholesaler,London,Wild Mix,Wild,77.4,7.56,5,Direct Market
ORD287949,2024-09-26,CUST5188,Restaurant,South West,Shiitake,Cultivated,144.5,14.33,0,Direct Market
ORD434522,2024-12-01,CUST3109,Wholesaler,London,Enoki,Cultivated,250.0,6.27,5,Direct Market
ORD772088,2024-02-22,CUST8498,Wholesaler,London,Oyster,Cultivated,415.6,15.89,0,Direct Market
ORD770478,2024-02-17,CUST7361,Retailer,Scotland,Oyster,Cultivated,356.6,8.36,0,Distributor
ORD794395,2024-12-27,CUST8837,Caterer,Scotland,Chestnut,Cultivated,427.9,13.85,5,Online Order
ORD862470,2024-12-23,CUST6227,Restaurant,Scotland,Portobello,Cultivated,344.8,3.55,0,Online Order
ORD464441,2024-06-07,CUST7989,Wholesaler,Midlands,Button,Cultivated,138.9,15.66,10,Online Order
ORD125404,2024-07-10,CUST4335,Retailer,London,Button,Cultivated,69.8,2.77,0,Online Order
ORD233732,2024-12-15,CUST5362,Caterer,Scotland,Chestnut,Cultivated,246.0,8.45,0,Distributor
ORD442722,2024-05-13,CUST6529,Retailer,Midlands,Shiitake,Cultivated,13.5,9.72,0,Online Order
ORD530976,2024-01-02,CUST7948,Caterer,London,Shiitake,Cultivated,189.7,8.04,0,Direct Market
ORD329504,2024-01-09,CUST9350,Caterer,North East,Enoki,Cultivated,308.8,4.87,5,Online Order
ORD403238,2024-11-20,CUST1887,Wholesaler,South West,Chestnut,Cultivated,121.9,13.28,0,Distributor
ORD731309,2024-06-14,CUST8271,Retailer,Scotland,Shiitake,Cultivated,162.1,4.26,0,Distributor
ORD519128,2024-03-16,CUST8841,Caterer,South West,Portobello,Cultivated,151.6,8.37,0,Online Order
ORD169264,2024-07-05,CUST1801,Wholesaler,Midlands,Chestnut,Cultivated,250.4,10.22,5,Online Order
ORD519066,2024-08-21,CUST4997,Caterer,North East,Shiitake,Cultivated,7.6,12.5,0,Online Order
ORD462351,2024-08-26,CUST5901,Caterer,London,Oyster,Cultivated,230.5,17.22,5,Online Order
ORD142777,2024-04-29,CUST5896,Restaurant,Midlands,Enoki,Cultivated,206.6,2.7,10,Direct Market
ORD965303,2024-08-13,CUST1412,Caterer,South West,Shiitake,Cultivated,174.4,4.49,0,Online Order
ORD403483,2024-02-12,CUST3814,Restaurant,London,Enoki,Cultivated,462.7,3.41,5,Distributor
ORD945071,2024-05-08,CUST5097,Restaurant,Scotland,Wild Mix,Wild,222.9,17.44,0,Online Order
ORD409699,2024-03-21,CUST1734,Wholesaler,North East,Enoki,Cultivated,51.2,12.14,0,Distributor
ORD900154,2024-01-21,CUST3684,Caterer,South West,Chestnut,Cultivated,307.1,16.61,0,Direct Market
ORD301019,2024-09-30,CUST7851,Caterer,London,Portobello,Cultivated,125.6,12.34,0,Direct Market
ORD225878,2024-09-28,CUST8475,Restaurant,Midlands,Chestnut,Cultivated,304.9,2.56,0,Distributor
ORD609937,2024-03-08,CUST9468,Caterer,Scotland,Oyster,Cultivated,12.6,6.66,0,Direct Market
ORD874415,2024-05-25,CUST5682,Caterer,Scotland,Oyster,Cultivated,193.7,11.58,0,Online Order
ORD333056,2024-08-12,CUST9316,Caterer,London,Portobello,Cultivated,46.0,10.8,10,Direct Market
ORD180556,2024-06-12,CUST4894,Wholesaler,North East,Shiitake,Cultivated,52.3,7.87,0,Online Order
ORD185993,2024-05-22,CUST6254,Caterer,North East,Oyster,Cultivated,106.1,11.46,0,Distributor
ORD181824,2024-07-21,CUST7498,Caterer,North East,Shiitake,Cultivated,32.4,11.75,0,Direct Market
ORD954923,2024-10-02,CUST2156,Retailer,Scotland,Wild Mix,Wild,198.0,2.86,0,Direct Market
ORD714646,2024-11-20,CUST2663,Restaurant,South West,Chestnut,Cultivated,276.9,10.25,0,Distributor
ORD965625,2024-12-17,CUST9937,Restaurant,South West,Oyster,Cultivated,83.7,13.78,0,Direct Market
ORD451473,2024-03-16,CUST6532,Caterer,North East,Button,Cultivated,158.9,9.08,0,Online Order
ORD941814,2024-05-13,CUST8692,Wholesaler,North East,Oyster,Cultivated,189.9,17.43,0,Direct Market
